1|110|1|4
1|110|5|4
1|110|9|2
1|110|13|1
1|110|17|4
1|110|21|3
1|110|25|2
1|110|29|1
1|110|33|2
1|110|37|1
1|110|41|1
1|110|45|1
1|110|49|1
1|110|53|1
1|110|57|1
1|110|61|2
1|110|65|1
1|110|69|1
1|110|73|4
1|110|77|2
1|110|81|3
1|110|85|1
1|110|89|2
1|110|93|1
1|110|97|1
1|110|101|1
1|110|105|4
1|110|109|5
1|110|113|3
1|110|117|1
1|110|121|1
1|110|125|4
1|110|129|3
1|110|133|4
1|110|137|2
1|110|141|1
1|110|145|1
1|110|149|2
1|110|153|1
1|110|157|1
1|110|161|1
1|110|165|3
1|110|169|3
1|110|173|2
1|110|177|3
1|110|181|3
1|110|185|3
1|110|189|2
1|110|193|2
1|110|197|1
1|110|201|1
1|110|205|1
1|110|209|2
1|110|213|1
1|110|217|1
1|110|221|1
1|110|225|3
1|110|229|1
1|110|233|1
1|110|237|2
1|110|241|1
1|110|245|2
1|110|249|1
1|110|253|1
1|110|257|1
1|110|261|1
1|110|265|1
1|110|269|2
1|110|273|1
1|110|277|1
1|110|281|2
1|110|285|1
1|110|289|1
1|110|293|1
1|110|297|1
1|110|301|2
1|110|305|5
1|110|309|1
1|110|313|2
1|110|317|2
1|110|321|3
1|110|325|2
1|110|329|1
1|110|333|1
1|110|337|2
1|110|341|1
1|110|345|1
1|110|349|3
1|110|353|2
1|110|357|1
1|110|361|1
1|110|365|1
1|110|369|1
1|110|373|2
1|110|377|1
1|110|381|1
1|110|385|1
1|110|389|2
1|110|393|2
1|110|397|1
1|111|1|4
1|111|5|4
1|111|9|4
1|111|13|2
1|111|17|4
1|111|21|3
1|111|25|2
1|111|29|2
1|111|33|3
1|111|37|3
1|111|41|2
1|111|45|2
1|111|49|2
1|111|53|2
1|111|57|1
1|111|61|1
1|111|65|1
1|111|69|1
1|111|73|4
1|111|77|2
1|111|81|4
1|111|85|2
1|111|89|2
1|111|93|1
1|111|97|1
1|111|101|2
1|111|105|4
1|111|109|5
1|111|113|3
1|111|117|1
1|111|121|1
1|111|125|2
1|111|129|2
1|111|133|4
1|111|137|2
1|111|141|1
1|111|145|2
1|111|149|2
1|111|153|1
1|111|157|1
1|111|161|1
1|111|165|2
1|111|169|2
1|111|173|1
1|111|177|3
1|111|181|3
1|111|185|2
1|111|189|1
1|111|193|2
1|111|197|1
1|111|201|1
1|111|205|1
1|111|209|2
1|111|213|1
1|111|217|1
1|111|221|1
1|111|225|3
1|111|229|1
1|111|233|1
1|111|237|1
1|111|241|1
1|111|245|1
1|111|249|1
1|111|253|2
1|111|257|2
1|111|261|1
1|111|265|1
1|111|269|2
1|111|273|1
1|111|277|2
1|111|281|4
1|111|285|2
1|111|289|1
1|111|293|1
1|111|297|2
1|111|301|2
1|111|305|5
1|111|309|1
1|111|313|2
1|111|317|2
1|111|321|3
1|111|325|2
1|111|329|1
1|111|325|2
1|111|333|1
1|111|337|2
1|111|341|1
1|111|345|1
1|111|349|2
1|111|353|2
1|111|357|1
1|111|361|1
1|111|365|1
1|111|365|1
1|111|369|2
1|111|373|2
1|111|377|2
1|111|377|2
1|111|381|1
1|111|385|1
1|111|385|1
1|111|389|1
1|111|393|2
1|111|397|1
1|113|1|2
1|113|5|3
1|113|9|3
1|113|13|1
1|113|17|4
1|113|21|1
1|113|25|2
1|113|29|1
1|113|33|1
1|113|37|3
1|113|41|1
1|113|45|1
1|113|49|3
1|113|53|1
1|113|57|1
1|113|61|1
1|113|65|1
1|113|69|2
1|113|73|3
1|113|77|1
1|113|81|3
1|113|85|1
1|113|89|2
1|113|93|1
1|113|97|1
1|113|101|1
1|113|105|4
1|113|109|4
1|113|113|3
1|113|117|1
1|113|121|1
1|113|125|2
1|113|129|1
1|113|133|4
1|113|137|1
1|113|141|2
1|113|145|1
1|113|149|3
1|113|153|1
1|113|157|1
1|113|161|1
1|113|165|1
1|113|169|2
1|113|173|1
1|113|177|1
1|113|181|3
1|113|185|2
1|113|189|1
1|113|193|1
1|113|197|1
1|113|201|1
1|113|205|1
1|113|209|2
1|113|213|2
1|113|217|1
1|113|221|2
1|113|225|2
1|113|229|1
1|113|233|1
1|113|237|1
1|113|241|1
1|113|245|2
1|113|249|1
1|113|253|2
1|113|257|2
1|113|261|1
1|113|265|1
1|113|269|1
1|113|273|1
1|113|277|1
1|113|281|4
1|113|285|2
1|113|289|2
1|113|293|1
1|113|297|2
1|113|301|2
1|113|305|4
1|113|309|1
1|113|313|3
1|113|317|4
1|113|321|4
1|113|325|1
1|113|329|1
1|113|333|1
1|113|337|2
1|113|341|1
1|113|345|2
1|113|349|4
1|113|353|2
1|113|357|1
1|113|361|1
1|113|365|1
1|113|369|1
1|113|373|2
1|113|377|4
1|113|381|1
1|113|385|4
1|113|389|1
1|113|393|1
1|113|397|1
1|118|1|3
1|118|5|4
1|118|9|3
1|118|13|2
1|118|17|4
1|118|21|3
1|118|25|2
1|118|29|2
1|118|33|4
1|118|37|3
1|118|41|2
1|118|45|2
1|118|49|3
1|118|53|2
1|118|57|2
1|118|61|2
1|118|65|2
1|118|69|3
1|118|73|4
1|118|77|2
1|118|81|3
1|118|85|2
1|118|89|3
1|118|93|2
1|118|97|2
1|118|101|2
1|118|105|5
1|118|109|5
1|118|113|3
1|118|117|2
1|118|121|2
1|118|125|4
1|118|129|4
1|118|133|4
1|118|137|3
1|118|141|2
1|118|145|2
1|118|149|3
1|118|153|1
1|118|157|2
1|118|161|1
1|118|165|3
1|118|169|2
1|118|173|2
1|118|177|4
1|118|181|4
1|118|185|3
1|118|189|2
1|118|193|3
1|118|197|2
1|118|201|1
1|118|205|1
1|118|209|4
1|118|213|1
1|118|217|1
1|118|221|2
1|118|225|4
1|118|229|1
1|118|233|1
1|118|237|2
1|118|241|1
1|118|245|2
